file,line,category,severity,issue,suggestion,example
frontend/src/tests/e2e/admin-access.spec.ts,14,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:6, frontend/src/tests/e2e/admin-access.spec.ts:14, frontend/src/tests/e2e/admin-return-from-home.spec.ts:8, frontend/src/tests/e2e/logout-cart-badge.spec.ts:7"
frontend/src/tests/e2e/admin-access.spec.ts,15,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:7, frontend/src/tests/e2e/admin-access.spec.ts:15, frontend/src/tests/e2e/admin-return-from-home.spec.ts:9, frontend/src/tests/e2e/logout-cart-badge.spec.ts:8"
frontend/src/tests/e2e/admin-access.spec.ts,16,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:8, frontend/src/tests/e2e/admin-access.spec.ts:16, frontend/src/tests/e2e/admin-return-from-home.spec.ts:10, frontend/src/tests/e2e/logout-cart-badge.spec.ts:9"
frontend/src/tests/e2e/admin-access.spec.ts,17,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:9, frontend/src/tests/e2e/admin-access.spec.ts:17, frontend/src/tests/e2e/admin-return-from-home.spec.ts:11, frontend/src/tests/e2e/logout-cart-badge.spec.ts:10"
frontend/src/tests/e2e/admin-access.spec.ts,18,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:10, frontend/src/tests/e2e/admin-access.spec.ts:18, frontend/src/tests/e2e/admin-return-from-home.spec.ts:12, frontend/src/tests/e2e/logout-cart-badge.spec.ts:11"
frontend/src/tests/e2e/admin-access.spec.ts,19,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:11, frontend/src/tests/e2e/admin-access.spec.ts:19"
frontend/src/tests/e2e/admin-authorization.spec.ts,16,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('admin_access_token', 'fake-user-jwt')"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,6,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('admin_access_token', 'admin-token')"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,7,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:7, frontend/src/tests/e2e/logout-cart-badge.spec.ts:6"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,8,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:6, frontend/src/tests/e2e/admin-access.spec.ts:14, frontend/src/tests/e2e/admin-return-from-home.spec.ts:8, frontend/src/tests/e2e/logout-cart-badge.spec.ts:7"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,9,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:7, frontend/src/tests/e2e/admin-access.spec.ts:15, frontend/src/tests/e2e/admin-return-from-home.spec.ts:9, frontend/src/tests/e2e/logout-cart-badge.spec.ts:8"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,10,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:8, frontend/src/tests/e2e/admin-access.spec.ts:16, frontend/src/tests/e2e/admin-return-from-home.spec.ts:10, frontend/src/tests/e2e/logout-cart-badge.spec.ts:9"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,11,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:9, frontend/src/tests/e2e/admin-access.spec.ts:17, frontend/src/tests/e2e/admin-return-from-home.spec.ts:11, frontend/src/tests/e2e/logout-cart-badge.spec.ts:10"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,12,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:10, frontend/src/tests/e2e/admin-access.spec.ts:18, frontend/src/tests/e2e/admin-return-from-home.spec.ts:12, frontend/src/tests/e2e/logout-cart-badge.spec.ts:11"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,25,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:25, frontend/src/tests/e2e/admin-sales-chart.spec.ts:7"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,26,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:26, frontend/src/tests/e2e/admin-sales-chart.spec.ts:8"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,27,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:27, frontend/src/tests/e2e/admin-sales-chart.spec.ts:9"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,28,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:28, frontend/src/tests/e2e/admin-sales-chart.spec.ts:10"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,29,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:29, frontend/src/tests/e2e/admin-sales-chart.spec.ts:11"
frontend/src/tests/e2e/admin-return-from-home.spec.ts,30,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:30, frontend/src/tests/e2e/admin-sales-chart.spec.ts:12"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,6,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('admin_access_token', 'admin-token')"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,7,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:25, frontend/src/tests/e2e/admin-sales-chart.spec.ts:7"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,8,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:26, frontend/src/tests/e2e/admin-sales-chart.spec.ts:8"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,9,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:27, frontend/src/tests/e2e/admin-sales-chart.spec.ts:9"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,10,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:28, frontend/src/tests/e2e/admin-sales-chart.spec.ts:10"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,11,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:29, frontend/src/tests/e2e/admin-sales-chart.spec.ts:11"
frontend/src/tests/e2e/admin-sales-chart.spec.ts,12,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:30, frontend/src/tests/e2e/admin-sales-chart.spec.ts:12"
frontend/src/tests/e2e/cart-sync.spec.ts,6,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('access_token', 'fake-user-token')"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,6,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('access_token', 't')"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,6,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/admin-return-from-home.spec.ts:7, frontend/src/tests/e2e/logout-cart-badge.spec.ts:6"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,7,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:6, frontend/src/tests/e2e/admin-access.spec.ts:14, frontend/src/tests/e2e/admin-return-from-home.spec.ts:8, frontend/src/tests/e2e/logout-cart-badge.spec.ts:7"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,8,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:7, frontend/src/tests/e2e/admin-access.spec.ts:15, frontend/src/tests/e2e/admin-return-from-home.spec.ts:9, frontend/src/tests/e2e/logout-cart-badge.spec.ts:8"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,9,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:8, frontend/src/tests/e2e/admin-access.spec.ts:16, frontend/src/tests/e2e/admin-return-from-home.spec.ts:10, frontend/src/tests/e2e/logout-cart-badge.spec.ts:9"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,10,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:9, frontend/src/tests/e2e/admin-access.spec.ts:17, frontend/src/tests/e2e/admin-return-from-home.spec.ts:11, frontend/src/tests/e2e/logout-cart-badge.spec.ts:10"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,11,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/a11y-modes.spec.ts:10, frontend/src/tests/e2e/admin-access.spec.ts:18, frontend/src/tests/e2e/admin-return-from-home.spec.ts:12, frontend/src/tests/e2e/logout-cart-badge.spec.ts:11"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,46,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:46, frontend/src/tests/e2e/register-flow.spec.ts:25"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,47,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:47, frontend/src/tests/e2e/register-flow.spec.ts:26"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,48,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:48, frontend/src/tests/e2e/register-flow.spec.ts:27"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,49,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:49, frontend/src/tests/e2e/register-flow.spec.ts:28"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,50,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:50, frontend/src/tests/e2e/register-flow.spec.ts:29"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,51,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:51, frontend/src/tests/e2e/register-flow.spec.ts:30"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,52,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:52, frontend/src/tests/e2e/register-flow.spec.ts:31"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,53,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:53, frontend/src/tests/e2e/register-flow.spec.ts:32"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,54,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:54, frontend/src/tests/e2e/register-flow.spec.ts:33"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,55,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:55, frontend/src/tests/e2e/register-flow.spec.ts:34"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,56,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:56, frontend/src/tests/e2e/register-flow.spec.ts:35"
frontend/src/tests/e2e/logout-cart-badge.spec.ts,57,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:57, frontend/src/tests/e2e/register-flow.spec.ts:36"
frontend/src/tests/e2e/product-detail-add-cart.spec.ts,6,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('access_token', 't')"
frontend/src/tests/e2e/recommendations-flow.spec.ts,8,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem('access_token', 't')"
frontend/src/tests/e2e/register-flow.spec.ts,25,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:46, frontend/src/tests/e2e/register-flow.spec.ts:25"
frontend/src/tests/e2e/register-flow.spec.ts,26,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:47, frontend/src/tests/e2e/register-flow.spec.ts:26"
frontend/src/tests/e2e/register-flow.spec.ts,27,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:48, frontend/src/tests/e2e/register-flow.spec.ts:27"
frontend/src/tests/e2e/register-flow.spec.ts,28,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:49, frontend/src/tests/e2e/register-flow.spec.ts:28"
frontend/src/tests/e2e/register-flow.spec.ts,29,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:50, frontend/src/tests/e2e/register-flow.spec.ts:29"
frontend/src/tests/e2e/register-flow.spec.ts,30,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:51, frontend/src/tests/e2e/register-flow.spec.ts:30"
frontend/src/tests/e2e/register-flow.spec.ts,31,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:52, frontend/src/tests/e2e/register-flow.spec.ts:31"
frontend/src/tests/e2e/register-flow.spec.ts,32,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:53, frontend/src/tests/e2e/register-flow.spec.ts:32"
frontend/src/tests/e2e/register-flow.spec.ts,33,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:54, frontend/src/tests/e2e/register-flow.spec.ts:33"
frontend/src/tests/e2e/register-flow.spec.ts,34,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:55, frontend/src/tests/e2e/register-flow.spec.ts:34"
frontend/src/tests/e2e/register-flow.spec.ts,35,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:56, frontend/src/tests/e2e/register-flow.spec.ts:35"
frontend/src/tests/e2e/register-flow.spec.ts,36,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/e2e/logout-cart-badge.spec.ts:57, frontend/src/tests/e2e/register-flow.spec.ts:36"
frontend/src/tests/e2e/register-flow.spec.ts,69,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,const token = await page.evaluate(() => localStorage.getItem('access_token'))
frontend/src/tests/recoStore.spec.ts,23,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,localStorage.setItem(
frontend/src/tests/recoStore.spec.ts,113,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,expect(localStorage.getItem('hearing_profile_v1')).toContain('重度')
frontend/src/tests/recoStore.spec.ts,124,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,expect(localStorage.getItem('hearing_profile_v1')).toContain('中度')
frontend/src/tests/speechStore.spec.ts,3,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/speechStore.spec.ts:3, frontend/src/tests/useSpeechRecognition.spec.ts:4"
frontend/src/tests/speechStore.spec.ts,4,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/speechStore.spec.ts:4, frontend/src/tests/useSpeechRecognition.spec.ts:5"
frontend/src/tests/useSpeechRecognition.spec.ts,4,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/speechStore.spec.ts:3, frontend/src/tests/useSpeechRecognition.spec.ts:4"
frontend/src/tests/useSpeechRecognition.spec.ts,5,代码质量,中,疑似重复代码片段,抽取为共享函数/组件/DAO 方法；统一校验与错误处理以减少漂移。,"重复片段位置: frontend/src/tests/speechStore.spec.ts:4, frontend/src/tests/useSpeechRecognition.spec.ts:5"
frontend/src/utils/coverEntry.ts,31,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,const v = localStorage.getItem(ALWAYS_KEY)
frontend/src/utils/coverEntry.ts,41,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem(ALWAYS_KEY, v ? '1' : '0')"
frontend/src/utils/coverEntry.ts,47,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"localStorage.setItem(SEEN_KEY, getCoverSessionId())"
frontend/src/utils/coverEntry.ts,53,安全漏洞,中,localStorage 保存 token（XSS 风险放大）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,return localStorage.getItem(SEEN_KEY) === getCoverSessionId()
frontend/src/views/UserCenter.vue,1,可维护性,中,单文件过大（1389 行）,按功能拆分模块/组件；拆分后引入单元测试与契约测试减少回归风险。,frontend/src/views/UserCenter.vue
tools/code-review/run_code_review.py,120,代码质量,中,函数过长（88 行）：analyze_python,拆分为更小的函数/提取校验与持久化逻辑，降低圈复杂度与测试成本。,def analyze_python(...):
tools/code-review/run_code_review.py,120,代码质量,中,圈复杂度偏高（≈25）：analyze_python,减少嵌套与分支；采用早返回/策略表/状态机；为分支路径补单测。,def analyze_python(...):
tools/code-review/run_code_review.py,218,安全漏洞,中,可能的 HTML 注入（v-html）,需要人工复核上下文：确认是否为误报；如属实则按安全基线整改。,"(""安全漏洞"", ""中"", ""可能的 HTML 注入（v-html）"", re.compile(r""\bv-html\b"")),"
tools/code-review/run_code_review.py,299,代码质量,中,函数过长（91 行）：main,拆分为更小的函数/提取校验与持久化逻辑，降低圈复杂度与测试成本。,def main(...):
tools/repo-audit.mjs,1,可维护性,中,单文件过大（981 行）,按功能拆分模块/组件；拆分后引入单元测试与契约测试减少回归风险。,tools/repo-audit.mjs
backend/app/admin_v2/activity_controllers.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/controllers.py,10,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/controllers.py,39,代码质量,低,疑似未使用导入：LogoutSchema,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,LogoutSchema
backend/app/admin_v2/daos/audit_dao.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/daos/order_dao.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/daos/product_dao.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/daos/rbac_dao.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/daos/user_dao.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/schemas.py,12,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/services/admin_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/services/audit_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/services/auth_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/services/rbac_service.py,17,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/admin_v2/services/sales_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/models/activity_model.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/models/maintenance_model.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/routes/activity.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/routes/admin.py,13,代码质量,低,疑似未使用导入：admin_bp,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,admin_bp
backend/app/routes/maintenance.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/services/activity_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/services/maintenance_pdf_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/services/maintenance_service.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/utils/cache.py,14,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/utils/distributed_lock.py,1,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
backend/app/utils/serialize.py,14,代码质量,低,疑似未使用导入：annotations,删除未使用导入，减少启动开销与可读性负担；如为类型导入可改为 TYPE_CHECKING 条件导入。,annotations
